PULGARCITO 123 (Octubre 1983)|Pag.11 Anuncio Pritt||||
PULGARCITO 123 Octubre 1983|Pag.11 Anuncio Pritt||||
PULGARCITO 123 (Octubre 1983)|Pag.2 Pasatiempos||||
PULGARCITO 123 Octubre 1983|Pag.2 Pasatiempos||||
PULGARCITO 123 (Octubre 1983)|Pag.31 Pasatiempos||||
PULGARCITO 123 Octubre 1983|Pag.31 Pasatiempos||||
PULGARCITO 123 (Octubre 1983)|Pag.45 Cosas de Angelita||||
PULGARCITO 123 Octubre 1983|Pag.45 Cosas de Angelita||||
PULGARCITO 123 (Octubre 1983)|Pag.51 Pasatiempos||||
PULGARCITO 123 Octubre 1983|Pag.51 Pasatiempos||||
PULGARCITO 123 (Octubre 1983)|Pag.63 Pasatiempos||||
PULGARCITO 123 Octubre 1983|Pag.63 Pasatiempos||||
PULGARCITO 123 (Octubre 1983)|Pag.70 Cosas de Angelita||||
PULGARCITO 123 Octubre 1983|Pag.70 Cosas de Angelita||||
PULGARCITO 123 (Octubre 1983)|Pag.74 Los 7 errores||||
PULGARCITO 123 Octubre 1983|Pag.74 Los 7 errores||||
PULGARCITO 123 (Octubre 1983)|Pags.12-17|Astrolito|||
PULGARCITO 123 Octubre 1983|Pags.12-17|Astrolito|||
PULGARCITO 123 (Octubre 1983)|Pags.18-19 Pulgarcito nos cuenta una fábula|El lobo y la cigüeña de Lafontaine y El pastor de Félix María Samaniego.|||
PULGARCITO 123 Octubre 1983|Pags.18-19 Pulgarcito nos cuenta una fábula|El lobo y la cigüeña de Lafontaine y El pastor de Félix María Samaniego.|||
PULGARCITO 123 (Octubre 1983)|Pags.20-30|D'artacan y los tres mosqueteros| D'artacan enamorado Ep 3||
PULGARCITO 123 Octubre 1983|Pags.20-30|D'artacan y los tres mosqueteros| D'artacan enamorado Ep 3||
PULGARCITO 123 (Octubre 1983)|Pags.3-10 Pájaro loco La cueva (traducción|Mercedes Blanco)|||
PULGARCITO 123 Octubre 1983|Pags.3-10 Pájaro loco La cueva (traducción|Mercedes Blanco)|||
PULGARCITO 123 (Octubre 1983)|Pags.31-33 Los empollones||||
PULGARCITO 123 Octubre 1983|Pags.31-33 Los empollones||||
PULGARCITO 123 (Octubre 1983)|Pags.34-44 Cinco amiguetes||||
PULGARCITO 123 Octubre 1983|Pags.34-44 Cinco amiguetes||||
PULGARCITO 123 (Octubre 1983)|Pags.46-50 Anibal||||
PULGARCITO 123 Octubre 1983|Pags.46-50 Anibal||||
PULGARCITO 123 (Octubre 1983)|Pags.52-53 Página de dibujos de los lectores||||
PULGARCITO 123 Octubre 1983|Pags.52-53 Página de dibujos de los lectores||||
PULGARCITO 123 (Octubre 1983)|Pags.54-62 Goliat El hacha mágica 201884||||
PULGARCITO 123 Octubre 1983|Pags.54-62 Goliat El hacha mágica 201884||||
PULGARCITO 123 (Octubre 1983)|Pags.64-69 Crispín||||
PULGARCITO 123 Octubre 1983|Pags.64-69 Crispín||||
PULGARCITO 123 (Octubre 1983)|Pags.71-73 El profesor Tragacanto||||
PULGARCITO 123 Octubre 1983|Pags.71-73 El profesor Tragacanto||||
PULGARCITO 123 (Octubre 1983)|Portada| Pájaro Loco y sus hijos.|||
PULGARCITO 123 Octubre 1983|Portada| Pájaro Loco y sus hijos.|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|AÑO III 100 pts Noviembre 1983||||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Contraportada| Fiel Amigo Colección de Fichas de Perros de Raza 44 Samoyedo Anverso p75 datos Reverso p76 Foto del perro Editorial Bruguera|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 12-13| Pulgarcito os cuenta una Fábula La Abeja y el Zángano Baeza El Ladrón Félix María Samaniego Baeza; Félix Maria Samaniego; Martínez-Osete|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 14-19| Astrolito Sin título1 Cohete de autoconstrucción Sin título2 Terrícolas acuáticos Enrich|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 2| Pasatiempos Muñecos palo punto + mancheta de la revista Cervantes|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 20-30| D'Artacan y los Tres Mosqueperros El Amigo Pom Episodio 1º BRB|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 3| Izquierda| M. Leung 2 chistes Ganadores Vídeos Elgorriaga 19831003 Ganadores Vídeos Elgorriaga 19831003 M.Leung||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 31| Pasatiempos Pulgarcito|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 3-10| Pájaro Loco Dinero Fácil Traductora| Mercedes Blanco Western Publishing; Walter Lanz Productions||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 32-37| Los Empollones Sin título1 Atrapado por las Palomitas de Maíz La Bolsa de la Compra Rafael Vaquer|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 3839| ¡Esta es tu página, amiguito! Dibujos de lector y lectora|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 40-43| Goliat El Salto al Agua Traductora| Mercedes Blanco Semic; Sequence||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 44| Superior| Chiste niños jugando Inferior| Anuncio Tarta de Fresa productos 50pts hasta 19840531 Sin acreditar|
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 45| Pasatiempos Pulgarcito y Medianoche desgastados y un enano dibujado con descuido Apócrifo con desgana|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 4649| Cinco Amiguetes Sin título1 Refugio Montañés Jaume Rovira|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 50-51| Goliat Dolor de Muelas Traductora| Mercedes Blanco Semic; Sequence||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 52-56| Anibal Sin título1 Televisión Educativa Sin título2 Gaseosa Roja$ De La Cámara|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 57| Pasatiempos Avioneta Ricardo|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 58-63| Crispin Sin título1 Se Busca Kid Mamporro Sin título2 La Captura del Oso Enrich|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 64| Pasatiempos Gato Negro Bruguera a rayas marrones y negras Cervantes|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 65| Chiste Niños Enrich Cambiar hermanita por balón Enrich|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 66-73| El profesor Tragacanto Sin título1 Día de PlayaVer Pulgarcito 89 Sin título2 Reconstituyente Martz-Schmidt|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pág 74| Los 7 errores Pulgarcito galopa a Medianoche Cervantes; Jan|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Portada| Pájaro Loco, Piquín y Cocol Globos Código de Barras+ Franja diagonal inferior derecha OBSEQUIO 3er ANIVERSARIO EL EJEMPLAR DE LA SEMANA Y DOS MÁS POR 100 PTS Western Publishing; Walter Lanz Productions|||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pulgarcito 72 Editorial Bruguera||||
PULGARCITO 124 Noviembre 1983+ Pulgarcito 72 + Pulgarcito 73|Pulgarcito 73 Editorial Bruguera||||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|AÑO III 100 pts.||||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag10-11|" Pulgarcito os cuenta una fábula ""La alforja"" + ""El asno infeliz"""|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag12-25|" Goliat ""Cambio de habitat"" 201624"|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag2| Pasatiempos y cuadro de la revista|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag26-28|" Los empollones ""sin título"" visita al médico"|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag29| Pasatiempos (Pulgarcito)|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag30-33|" Cinco Amiguetes ""sin título"" pesadilla Manolo"|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag34| Portadilla D'Artacan|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag35-44|" D'Artacan ""El amigo Pom"" (2°episodio)"|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag3-8|" Pulgarcito ""El marciano"" (JAN Hijo) 04932"|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag45| Pasatiempos (Pulgarcito)|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag46-48|" Anibal ""sin título"" El trompo"|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag49|" Cosas de Angelita ""Gag de una página"""|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag50-51| ¡Esta es tu página, amiguito!|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag52-59|" Pájaro Loco ""Un encargo peligroso"" 201406"|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag60-65|" Astrolito ""sin título"" el supercohete + colega de otra galaxia"|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag66| Gag 1/2 pg. + Promoción Tarta de Fresa 1/2 pg.|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag67-69|" Crispín ""sin título"" deberes complicados"|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag70| Gag|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag71-73|" Profesor Tragacanto ""sin título"" el voluntario"|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag74| Pasatiempos|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag75-76|" Ficha 45 Fiel Amigo ""Greyhound"""|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Pag9| Publicidad Videojuegos Philips|||
Pulgarcito 125 (Noviembre 1983) + Pulgarcito 76-77 Obsequio|Portada| Goliat|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|AÑO III 100 pts.||||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag10-11|" Pulgarcito os cuenta una fábula ""El león y el ratón"""|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag12-16|" Goliat ""La prueba de fuerza"" 201625"|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag17|" Cosas de Angelita ""Gag de una página"""|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag18-23|" Los empollones ""sin título"" buscando estufa"|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag2| Pasatiempos y cuadro de la revista|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag24-27|" Cinco Amiguetes ""sin título"" discutiendo sobre estaciones"|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag28| Portadilla D'Artacan|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag29-38|" D'Artacan ""El amigo Pom"" (3°episodio)"|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag3-8|" Pulgarcito ""El superniño"" (JAN Hijo) 50015"|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag39|" Goliat ""El invitado"" 201882"|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag40-42|" Crispín ""sin título"" jugando al escondite"|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag43| Pasatiempos|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag44-45| ¡Esta es tu página, amiguito!|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag46-57|" Pájaro Loco ""El esquiador fantasma"" 201408"|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag58| Gag 1/2 pg. + Promoción Tarta de Fresa 1/2 pg.|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag59| Pasatiempos|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag60-65|" Anibal ""sin título"" bromazos a Gemma + la ratita Luisa"|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag66| Pasatiempos|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag67|" Goliat ""Injusticia"" 201883"|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag68-73|" Astrolito ""sin título"" refuerzo venusiano + marcianos apariencia terrícola"|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag74| Pasatiempos (Pulgarcito y Medianoche)|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag75-76|" Ficha 46 Fiel Amigo ""Mastiff"""|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Pag9| 3 minigags 1/2 pg. + Publicidad Elgorriaga|||
Pulgarcito 126 (Noviembre 1983) + Pulgarcito 79-80 Obsequio|Portada| Pájaro Loco|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|AÑO III 100 pts.||||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag10-11|" Pulgarcito os cuenta una fábula ""El león envejecido"""|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag12-20|" Goliat ""Encuentra a David"" 201626"|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag2| Pasatiempos (Pulgarcito) y cuadro de la revista|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag21| Pasatiempos|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag22-29|" Cinco Amiguetes ""sin título"" recuperando pelota tenis"|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag30-31| ¡Esta es tu página, amiguito!|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag32| Portadilla D'Artacan|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag33-42|" D'Artacan ""En busca de Julieta"" (1°episodio)"|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag3-8|" Pulgarcito ""¡Fuera complejito!"" (JAN Hijo)"|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag43|" Cosas de Angelita ""Gag de una página"""|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag44-45| Pasatiempos|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag46-52|" Pájaro Loco ""No por mucho crecer..."" 202101"|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag53| Pasatiempos|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag54-62|" Crispín ""sin título"" delincuente en el campo + el saxo + el muñeco de nieve"|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag63| Gag (Conti)|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag64| Pasatiempos|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag65-73|" Astrolito ""sin título"" griposo + una de indios + la cámara fotográfica"|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag74| Pasatiempos (Pulgarcito, padre, quintillizos, Profesor Ogro y Trini)|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag75-76|" Ficha 47 Fiel Amigo ""Husky groenlandés"""|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Pag9| Publicidad Videojuegos Philips|||
Pulgarcito 127 (Diciembre 1983) + Pulgarcito 86-87 Obsequio|Portada| Pájaro Loco, Piquín y Cocol|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|AÑO III 100 pts Diciembre 1983||||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Contraportada| Fiel Amigo Colección de Fichas de Perros de Raza 48 Perro de Presa Canario Anverso p75 datos Reverso p76 Foto del perro Total| 68 páginas Editorial Bruguera||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 10-11| Pulgarcito os cuenta una Fábula El Cazador y el Perro Fedro; Martínez-Osete|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 12-25| Doctor Snuggles y sus Amigos El Arroyo Miedoso Traductora| Ana Schutter Autoría no acreditada| Carompas; Artwork Semic; Jeffrey O'Kelly Polyscope|
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 2| Pasatiempos Pulgarcito + mancheta de la revista Fondos en blanco Cervantes|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 26| Cosas de Angelita Cromos sellos ?|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 27| Anuncio Este es tu Nene Berjusa|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 28-42| Goliat La Tribu Ladrona2021627 Traductora| Mercedes Blanco Semic; Sequence||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 3-8| Pulgarcito Un Rey de Leyenda50153 Puck el De la Colina Fondos en blanco Sin acreditar Juanjo|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 43| Pasatiempos Falta letra Cervantes|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 44-54| D'Artacan y los Tres Mosqueperros En Busca de Julieta Episodio 2º BRB|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 55| Pasatiempos Zonas punteadas Sin acreditar|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 5657| ¡Esta es tu página, amiguito! Dibujos de lector y lectora Sir Tim O'Theo|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 5865| Pájaro Loco En la Escuela202097 Traductora| Mercedes Blanco Western Publishing; Walter Lanz Productions||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 66| Los 7 errores Pulgarcito y Hans salen del parque Cervantes; Jan|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pág 9| Anuncio Vídeojuegos Philips|||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Portada| ¡Bienvenido Doctor Snuggles! con su paraguas saltarín Código de Barras+ Franja diagonal inferior derecha OBSEQUIO 3er ANIVERSARIO EL EJEMPLAR DE LA SEMANA Y DOS MÁS POR 100 PTS Autoría no acreditada| Carompas; Artwork Semic; Jeffrey O'Kelly Polyscope||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pulgarcito 78 Editorial Bruguera||||
PULGARCITO 128 Diciembre 1983+ Pulgarcito 78 + Pulgarcito 89|Pulgarcito 89 Editorial Bruguera||||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|AÑO III 100 pts.||||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag10-11|" Pulgarcito os cuenta una fábula ""El lobo y la oveja"""|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag12-20|" Goliat ""Intercambio comercial"" 201628"|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag2| Pasatiempos (Pulgarcito y Medianoche) y cuadro de la revista|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag21| Publicidad Berjusa|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag22-29|" Cinco Amiguetes ""La casa misteriosa"""|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag30-31| ¡Esta es tu página, amiguito!|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag32| Portadilla D'Artacan|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag33-42|" D'Artacan ""En busca de Julieta"" (3°episodio)"|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag3-8|" Pulgarcito ""Espera accidentada"" (JAN Hijo) 50245"|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag43| 1 gag 1/2 pg. + Publicidad Elgorriaga|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag44-46|" Crispín ""sin título"" elefante en el jardín"|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag47| Pasatiempos|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag48-53|" Doctor Snuggles y sus amigos ""Canto detestable"" 202191"|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag54-61|" Pájaro Loco ""Cantante"" 202108"|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag62-63|" Roquita ""sin título"" huesos en la puerta"|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag64-66|" Alí, el genio ""El loro"""|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag67-68|" Ficha 49 Fiel Amigo ""Mastín tibetano"""|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Pag9| Videojuegos Philips|||
Pulgarcito 129 (Diciembre 1983) + Pulgarcito 88-89 Obsequio|Portada| Pájaro Loco|||
Pulgarcito 13 (25-5-1981)|Contraportada| anuncio Magic Gum|||
Pulgarcito 13 (25-5-1981)|Contraportada| anuncio Magic Gum |||
Pulgarcito 13 (25-5-1981)|Pág 2| Pasatiempos Nero y mancheta de la revista|||
Pulgarcito 13 (25-5-1981)|Pág 2| Pasatiempos Nero y mancheta de la revista|||
Pulgarcito 13 (25-5-1981)|Pág 3-14| Pulgarcito La Locura de Tristán 2785?|||
Pulgarcito 13 (25-5-1981)|Pág 3-14| Pulgarcito La Locura de Tristán 2785?|||
Pulgarcito 13 (25-5-1981)|Pag 64-65| Lanitas|||
Pulgarcito 13 (25-5-1981)|Pag 64-65| Lanitas|||
Pulgarcito 13 (25-5-1981)|Pag 66-75| Fix y Foxi en Vacaciones en Italia 106802|||
Pulgarcito 13 (25-5-1981)|Pag 66-75| Fix y Foxi en Vacaciones en Italia 106802|||
Pulgarcito 13 (25-5-1981)|Pag15| Pasatiempos Mortadelo 27776|||
Pulgarcito 13 (25-5-1981)|Pag15| Pasatiempos Mortadelo 27776|||
Pulgarcito 13 (25-5-1981)|Pag161-17|Anibal sin título lata Guillermo Tell 27874|||
Pulgarcito 13 (25-5-1981)|Pag161-17|Anibal sin título lata Guillermo Tell 27874|||
Pulgarcito 13 (25-5-1981)|Pag18-31| Tom y Jerry en Golosinas tentadoras|||
Pulgarcito 13 (25-5-1981)|Pag18-31| Tom y Jerry en Golosinas tentadoras|||
Pulgarcito 13 (25-5-1981)|Pag32| Pasatiempos Medianoche y hermanos de Pulgarcito 27775|||
Pulgarcito 13 (25-5-1981)|Pag32| Pasatiempos Medianoche y hermanos de Pulgarcito 27775|||
Pulgarcito 13 (25-5-1981)|Pag33| Nero sin título Competición de saltos.|||
Pulgarcito 13 (25-5-1981)|Pag33| Nero sin título Competición de saltos.|||
Pulgarcito 13 (25-5-1981)|Pag34-41| Los Pitufos sin título son Historias Pitufales 27895|||
Pulgarcito 13 (25-5-1981)|Pag34-41| Los Pitufos sin título son Historias Pitufales 27895|||
Pulgarcito 13 (25-5-1981)|Pag42-46| La Tía Pepa sin título Quiniela 105521|||
Pulgarcito 13 (25-5-1981)|Pag42-46| La Tía Pepa sin título Quiniela 105521|||
Pulgarcito 13 (25-5-1981)|Pag47| Orejito sin título frio nocturno 109556|||
Pulgarcito 13 (25-5-1981)|Pag47| Orejito sin título frio nocturno 109556|||
Pulgarcito 13 (25-5-1981)|Pag48-55| Tete Cohete sin título Buena acción 27901 ¿Podría ser la última historieta del personaje?|||
Pulgarcito 13 (25-5-1981)|Pag48-55| Tete Cohete sin título Buena acción 27901 ¿Podría ser la última historieta del personaje?|||
Pulgarcito 13 (25-5-1981)|Pag56| ¡Escritura invisible! 27846|||
Pulgarcito 13 (25-5-1981)|Pag56| ¡Escritura invisible! 27846|||
Pulgarcito 13 (25-5-1981)|Pag57| Chiste Por Toni ¿imitador de Jordi Buxadé? Niño pide agua en la cama.|||
Pulgarcito 13 (25-5-1981)|Pag57| Chiste Por Toni ¿imitador de Jordi Buxadé? Niño pide agua en la cama.|||
Pulgarcito 13 (25-5-1981)|Pag58-63| Don Lupo en Abuso de confianza 106792|||
Pulgarcito 13 (25-5-1981)|Pag58-63| Don Lupo en Abuso de confianza 106792|||
Pulgarcito 13 (25-5-1981)|Pag76| Pasatiempos Tete Cohete 27772|||
Pulgarcito 13 (25-5-1981)|Pag76| Pasatiempos Tete Cohete 27772|||
Pulgarcito 13 (25-5-1981)|Pag77-83| Pardo y Pardito sin título Perro sabueso 106545|||
Pulgarcito 13 (25-5-1981)|Pag77-83| Pardo y Pardito sin título Perro sabueso 106545|||
Pulgarcito 13 (25-5-1981)|Pag84-88| El Profesor Tragacanto sin título Jaimito tiene un accidente 27888|||
Pulgarcito 13 (25-5-1981)|Pag84-88| El Profesor Tragacanto sin título Jaimito tiene un accidente 27888|||
Pulgarcito 13 (25-5-1981)|Pág89-98| Tom y Jerry Obsequios con amor No numerito|||
Pulgarcito 13 (25-5-1981)|Pág89-98| Tom y Jerry Obsequios con amor No numerito|||
Pulgarcito 13 (25-5-1981)|Pag99| Pasatiempos Tete Cohete 27774|||
